created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Oct 31 23:33:24 +0000 2023;1719497832250700057;"Dengan di terpilihnya Ganjar Mahfud, akan banyak Investor yang masuk ke Indonesia #GanjarMahfud #ProgramGanjarMahfud #IndonesiaEmas #Pipres2024 https://t.co/EEnpbf2SKG";0;1;3;14;in;559140533;1719497542717849633;ganjarist_satu;https://twitter.com/ganjarist_satu/status/1719497832250700057
Tue Oct 31 23:33:23 +0000 2023;1719497829578879051;"2024 Ganjar Mahfud akan mempercepat kedaulatan pangan dan kesejahteraan Petani #GanjarMahfud #ProgramGanjarMahfud #IndonesiaEmas #Pipres2024 https://t.co/8ZrUdz9xUs";5;4;2;12;in;559140533;1719497542717849633;ganjarist_satu;https://twitter.com/ganjarist_satu/status/1719497829578879051
Tue Oct 31 23:33:23 +0000 2023;1719497827435545058;"Mencerdaskan anak bangsa adalah program utama Ganjar Mahfud #GanjarMahfud #ProgramGanjarMahfud #IndonesiaEmas #Pipres2024 https://t.co/Fl7QfaYpCi";5;6;4;16;in;559140533;1719497542717849633;ganjarist_satu;https://twitter.com/ganjarist_satu/status/1719497827435545058
Tue Oct 31 23:33:22 +0000 2023;1719497825430741049;"Program Ganjar Mahfud sangat mulia #GanjarMahfud #ProgramGanjarMahfud #IndonesiaEmas #Pipres2024 https://t.co/4ARyAoW2Gj";5;4;4;16;in;559140533;1719497542717849633;ganjarist_satu;https://twitter.com/ganjarist_satu/status/1719497825430741049
Tue Oct 31 23:32:15 +0000 2023;1719497542717849633;"Bersama Ganjar Mahfud menuntaskan kemiskinan #GanjarMahfud #ProgramGanjarMahfud #IndonesiaEmas #Pipres2024 https://t.co/ymUtTX9uk3";7;7;57;65;in;559140533;1719497542717849633;ganjarist_satu;https://twitter.com/ganjarist_satu/status/1719497542717849633
Tue Oct 31 23:02:34 +0000 2023;1719490072012361942;"#104HariMenujuPemilu :  POTONGLAH KAYU UNTUK PERAPIANMU  ITU KAN MENGHANGATKANMU  KERJA KERASMU KAN MEMULUSKAN JALANMU MENUJU TUJUANMU https://t.co/a34mde3ZnV #LanjutGan #GanjarPresiden #GanjaristOptimis #GanjarMahfud #GerakCepatGanjarMahfud #MenujuIndonesiaUnggul @ganjarpranowo";0;0;0;0;in;1479027054377005058;1719490072012361942;Ganjarist_Ind;https://twitter.com/Ganjarist_Ind/status/1719490072012361942
Tue Oct 31 22:59:00 +0000 2023;1719489172765810748;"@ganjarpranowo Pastinya ini kan bisa terua berkembang dengan baik. Dioa di dukung oleh pemerintahan yg baik dna peduli . Bismillah GanjarMahfud bisa";0;0;0;1;in;1708421950459269120;1719195842245267861;andra_fzz;https://twitter.com/andra_fzz/status/1719489172765810748
Tue Oct 31 22:53:00 +0000 2023;1719487665878278281;"@PDemokrat Salah koalisi terus demokrat, dari tahun 2014 sampai sekarang pilih yg kalah mulu, ayo mumpung belom terlambat, beralih ke koalisi GanjarMahfud sang pemenang";0;0;0;0;in;886484163636862978;1719219193420398925;Tri32242517;https://twitter.com/Tri32242517/status/1719487665878278281
Tue Oct 31 22:31:21 +0000 2023;1719482215568900382;"@kompascom masyaallahh gaspol ganjarMahfud❤️🔥";0;0;0;0;in;1708471021215576064;1719279596800299307;rstyyfbrnaaa;https://twitter.com/rstyyfbrnaaa/status/1719482215568900382
Tue Oct 31 22:07:07 +0000 2023;1719476116656701770;"Maluku Voor Ganjar secara besar - besaran  deklarasi dukungan untuk #GanjarMahfud.  Dengan memakai kemeja hitam, kedatangan Pak Ganjar disambut dengan tarian tradisional Maluku. Simpatisan bersorak  Yel - Yel "Maluku Voor Ganjar" . "Ganjar Pranowo Presiden Kita". Selain… https://t.co/zbKPmsfDSO";1;1;18;63;in;731376028585594880;1719476116656701770;SimanjuntakElly;https://twitter.com/SimanjuntakElly/status/1719476116656701770
Tue Oct 31 22:01:23 +0000 2023;1719474675254767632;"Pj Gub Bali terbukti ikut2an berpihak copot baliho #GanjarMahfud , pjbat bali tdk hormati suasana pilpres spt kota2 lain , kita tunggu 1.. 2 hari ini klu diam pemerintah pusat, mk kuat dugaan Orde Baru politik jokowi ikut didlmnya.   #jokowi manis dibibirkah? rakyat terus lihat. https://t.co/wZSTLgQEoh";0;0;0;0;in;1104146746081370112;1719474675254767632;XBareng;https://twitter.com/XBareng/status/1719474675254767632
Tue Oct 31 20:52:09 +0000 2023;1719457252103586106;"@ch_chotimah2 @Generasi_MudaNU @tifsembiring GanjarMahfud utk Indonesia🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩";0;0;0;0;in;1325439856374263808;1719300807978627418;Dez86718644;https://twitter.com/Dez86718644/status/1719457252103586106
Tue Oct 31 20:50:30 +0000 2023;1719456836078993556;"@Miduk17 Fokussss ! Menangkan GanjarMahfud! Utk Indonesia🇮🇩🇮🇩🇮🇩🇮🇩";0;0;0;0;in;1325439856374263808;1719153338116440455;Dez86718644;https://twitter.com/Dez86718644/status/1719456836078993556
Tue Oct 31 20:49:31 +0000 2023;1719456590284382373;"@Dennysiregar7 Kita menangkan GanjarMahfud! 🇮🇩🇮🇩🇮🇩🇮🇩";0;0;0;0;in;1325439856374263808;1719366567543316902;Dez86718644;https://twitter.com/Dez86718644/status/1719456590284382373
Tue Oct 31 18:14:03 +0000 2023;1719417463388143889;"HAHAHAHAHA AWOKAWOKAWOK MKMKMKMKMKMK #kecewajokowi #politikdinastijokowi  #GAMA #GanjarMahfud  #GanjarPresiden  #GanjarMahmud2024";0;0;0;0;tl;2425602350;1719417463388143889;like_aragorn;https://twitter.com/like_aragorn/status/1719417463388143889
